Date	NVDAClose	Date	VGTClose
02/21/2017	2.7767	02/21/2017	133.66
02/17/2017	2.6808	02/17/2017	132.87
02/16/2017	2.6813	02/16/2017	132.48
02/15/2017	2.725	02/15/2017	132.3
02/14/2017	2.7195	02/14/2017	131.72
02/13/2017	2.7095	02/13/2017	131.25
02/10/2017	2.8405	02/10/2017	130.53
02/09/2017	2.9095	02/09/2017	130.22
02/08/2017	2.9653	02/08/2017	129.59
02/07/2017	2.9783	02/07/2017	129.37
02/06/2017	2.9328	02/06/2017	128.91
02/03/2017	2.8595	02/03/2017	128.73
02/02/2017	2.8848	02/02/2017	127.71
02/01/2017	2.8488	02/01/2017	127.65
01/31/2017	2.7295	01/31/2017	126.74
01/30/2017	2.7505	01/30/2017	127.35
01/27/2017	2.7942	01/27/2017	128.39
01/26/2017	2.7413	01/26/2017	128.03
01/25/2017	2.6948	01/25/2017	128.35
01/24/2017	2.6833	01/24/2017	126.99
01/23/2017	2.6273	01/23/2017	125.65
01/20/2017	2.6003	01/20/2017	125.59
01/19/2017	2.629	01/19/2017	124.92
01/18/2017	2.5738	01/18/2017	125.28
01/17/2017	2.5278	01/17/2017	124.8
01/13/2017	2.5858	01/13/2017	125.5
01/12/2017	2.586	01/12/2017	125.01
01/11/2017	2.629	01/11/2017	125.39
01/10/2017	2.6618	01/10/2017	124.63
01/09/2017	2.682	01/09/2017	124.64
01/06/2017	2.5775	01/06/2017	124.42
01/05/2017	2.5435	01/05/2017	123.29
01/04/2017	2.6098	01/04/2017	123.2
01/03/2017	2.5503	01/03/2017	122.46
12/30/2016	2.6685	12/30/2016	121.5
12/29/2016	2.7858	12/29/2016	122.62
12/28/2016	2.7313	12/28/2016	122.55
12/27/2016	2.933	12/27/2016	123.79
12/23/2016	2.7445	12/23/2016	123.17
12/22/2016	2.6778	12/22/2016	123
12/21/2016	2.6458	12/21/2016	123.47
12/20/2016	2.6293	12/20/2016	123.83
12/19/2016	2.5408	12/19/2016	123.41
12/16/2016	2.5103	12/16/2016	122.69
12/15/2016	2.4678	12/15/2016	123.56
12/14/2016	2.4113	12/14/2016	123.02
12/13/2016	2.2793	12/13/2016	123.82
12/12/2016	2.2398	12/12/2016	122.42
12/09/2016	2.2955	12/09/2016	123.02
12/08/2016	2.337	12/08/2016	122.37
12/07/2016	2.3767	12/07/2016	121.68
12/06/2016	2.3348	12/06/2016	119.57
12/05/2016	2.297	12/05/2016	119.19
12/02/2016	2.2113	12/02/2016	117.87
12/01/2016	2.191	12/01/2016	117.43
11/30/2016	2.305	11/30/2016	120.35
11/29/2016	2.3313	11/29/2016	121.69
11/28/2016	2.3527	11/28/2016	121.54
11/25/2016	2.354	11/25/2016	121.62
11/23/2016	2.3493	11/23/2016	121.3
11/22/2016	2.3413	11/22/2016	121.73
11/21/2016	2.3245	11/21/2016	121.57
11/18/2016	2.334	11/18/2016	120.39
11/17/2016	2.3098	11/17/2016	120.67
11/16/2016	2.2908	11/16/2016	119.72
11/15/2016	2.1547	11/15/2016	118.69
11/14/2016	2.091	11/14/2016	117.12
11/11/2016	2.1993	11/11/2016	118.77
11/10/2016	1.6943	11/10/2016	118.05
11/09/2016	1.749	11/09/2016	119.7
11/08/2016	1.779	11/08/2016	119.87
11/07/2016	1.7817	11/07/2016	119.28
11/04/2016	1.6892	11/04/2016	116.6
11/03/2016	1.699	11/03/2016	116.93
11/02/2016	1.719	11/02/2016	117.83
11/01/2016	1.7263	11/01/2016	118.75
10/31/2016	1.779	10/31/2016	119.72
10/28/2016	1.764	10/28/2016	119.71
10/27/2016	1.767	10/27/2016	119.65
10/26/2016	1.804	10/26/2016	120.25
10/25/2016	1.7968	10/25/2016	120.86
10/24/2016	1.7677	10/24/2016	121.31
10/21/2016	1.6885	10/21/2016	119.93
10/20/2016	1.6933	10/20/2016	119.32
10/19/2016	1.6618	10/19/2016	119.62
10/18/2016	1.6653	10/18/2016	119.5
10/17/2016	1.6403	10/17/2016	118.75
10/14/2016	1.6498	10/14/2016	119.06
10/13/2016	1.6338	10/13/2016	118.62
10/12/2016	1.6608	10/12/2016	119.39
10/11/2016	1.6532	10/11/2016	119.35
10/10/2016	1.6775	10/10/2016	120.95
10/07/2016	1.6712	10/07/2016	120.18
10/06/2016	1.6835	10/06/2016	120.57
10/05/2016	1.7058	10/05/2016	120.39
10/04/2016	1.7075	10/04/2016	119.77
10/03/2016	1.7113	10/03/2016	120.02
09/30/2016	1.713	09/30/2016	120.37
09/29/2016	1.685	09/29/2016	119.7
09/28/2016	1.6695	09/28/2016	120.41
09/27/2016	1.6635	09/27/2016	120.03
09/26/2016	1.6085	09/26/2016	118.68
09/23/2016	1.6238	09/23/2016	119.44
09/22/2016	1.6255	09/22/2016	120.52
09/21/2016	1.6215	09/21/2016	119.7
09/20/2016	1.5773	09/20/2016	118.36
09/19/2016	1.5918	09/19/2016	118.79
09/16/2016	1.571	09/16/2016	118.92
09/15/2016	1.5673	09/15/2016	119.36
09/14/2016	1.51	09/14/2016	117.42
09/13/2016	1.4968	09/13/2016	116.83
09/12/2016	1.5188	09/12/2016	117.66
09/09/2016	1.488	09/09/2016	115.82
09/08/2016	1.566	09/08/2016	118.61
09/07/2016	1.5548	09/07/2016	119.62
09/06/2016	1.578	09/06/2016	119.34
09/02/2016	1.5633	09/02/2016	118.83
09/01/2016	1.5788	09/01/2016	118.33
08/31/2016	1.5335	08/31/2016	117.89
08/30/2016	1.5408	08/30/2016	118
08/29/2016	1.5498	08/29/2016	118.22
08/26/2016	1.5508	08/26/2016	117.9
08/25/2016	1.5383	08/25/2016	117.79
08/24/2016	1.5485	08/24/2016	117.55
08/23/2016	1.5728	08/23/2016	118.2
08/22/2016	1.563	08/22/2016	117.65
08/19/2016	1.5565	08/19/2016	117.7
08/18/2016	1.5525	08/18/2016	117.44
08/17/2016	1.5288	08/17/2016	117.25
08/16/2016	1.565	08/16/2016	117.4
08/15/2016	1.5745	08/15/2016	118.01
08/12/2016	1.576	08/12/2016	117.34
08/11/2016	1.4925	08/11/2016	117.43
08/10/2016	1.4628	08/10/2016	116.99
08/09/2016	1.4723	08/09/2016	117.31
08/08/2016	1.4685	08/08/2016	117.11
08/05/2016	1.455	08/05/2016	117.09
08/04/2016	1.4308	08/04/2016	115.73
08/03/2016	1.4047	08/03/2016	115.07
08/02/2016	1.401	08/02/2016	114.63
08/01/2016	1.4183	08/01/2016	115.71
07/29/2016	1.4275	07/29/2016	115.2
07/28/2016	1.4045	07/28/2016	115.18
07/27/2016	1.4015	07/27/2016	114.9
07/26/2016	1.4158	07/26/2016	114.03
07/25/2016	1.392	07/25/2016	113.51
07/22/2016	1.3668	07/22/2016	113.54
07/21/2016	1.3305	07/21/2016	112.9
07/20/2016	1.3555	07/20/2016	113.57
07/19/2016	1.338	07/19/2016	112.05
07/18/2016	1.3243	07/18/2016	112.22
07/15/2016	1.3175	07/15/2016	111.44
07/14/2016	1.333	07/14/2016	111.63
07/13/2016	1.3195	07/13/2016	110.83
07/12/2016	1.32	07/12/2016	110.91
07/11/2016	1.3005	07/11/2016	109.82
07/08/2016	1.2713	07/08/2016	109.15
07/07/2016	1.2223	07/07/2016	107.21
07/06/2016	1.1912	07/06/2016	106.87
07/05/2016	1.1838	07/05/2016	106.29
07/01/2016	1.1665	07/01/2016	107.16
06/30/2016	1.1752	06/30/2016	107.09
06/29/2016	1.1663	06/29/2016	105.76
06/28/2016	1.1475	06/28/2016	104.03
06/27/2016	1.131	06/27/2016	101.94
06/24/2016	1.1432	06/24/2016	104.69
06/23/2016	1.2123	06/23/2016	109.44
06/22/2016	1.1808	06/22/2016	107.77
06/21/2016	1.1818	06/21/2016	108.25
06/20/2016	1.189	06/20/2016	108.05
06/17/2016	1.168	06/17/2016	107.26
06/16/2016	1.1888	06/16/2016	108.25
06/15/2016	1.184	06/15/2016	108.05
06/14/2016	1.172	06/14/2016	108.24
06/13/2016	1.1698	06/13/2016	108.13
06/10/2016	1.155	06/10/2016	109.12
06/09/2016	1.1845	06/09/2016	110.45
06/08/2016	1.1545	06/08/2016	110.54
06/07/2016	1.1583	06/07/2016	110.18
06/06/2016	1.156	06/06/2016	109.96
06/03/2016	1.162	06/03/2016	109.55
06/02/2016	1.1785	06/02/2016	109.93
06/01/2016	1.1703	06/01/2016	109.93
05/31/2016	1.168	05/31/2016	109.99
05/27/2016	1.1475	05/27/2016	109.81
05/26/2016	1.1413	05/26/2016	109.17
05/25/2016	1.1293	05/25/2016	108.87
05/24/2016	1.134	05/24/2016	108.12
05/23/2016	1.11	05/23/2016	105.87
05/20/2016	1.1083	05/20/2016	105.89
05/19/2016	1.0887	05/19/2016	104.56
05/18/2016	1.084	05/18/2016	105.13
05/17/2016	1.057	05/17/2016	104.54
05/16/2016	1.0548	05/16/2016	105.63
05/13/2016	1.0245	05/13/2016	104.28
05/12/2016	0.8893	05/12/2016	104.53
05/11/2016	0.9015	05/11/2016	105.07
05/10/2016	0.899	05/10/2016	105.75
05/09/2016	0.882	05/09/2016	104.38
05/06/2016	0.8832	05/06/2016	104.28
05/05/2016	0.8742	05/05/2016	103.62
05/04/2016	0.869	05/04/2016	103.61
05/03/2016	0.8893	05/03/2016	104.07
05/02/2016	0.90	05/02/2016	105.02
04/29/2016	0.8883	04/29/2016	104.41
04/28/2016	0.905	04/28/2016	105.37
04/27/2016	0.9328	04/27/2016	106.8
04/26/2016	0.912	04/26/2016	107.58
04/25/2016	0.9113	04/25/2016	107.77
04/22/2016	0.9068	04/22/2016	107.98
04/21/2016	0.9103	04/21/2016	109.62
04/20/2016	0.9113	04/20/2016	109.7
04/19/2016	0.9078	04/19/2016	109.43
04/18/2016	0.9243	04/18/2016	110.11
04/15/2016	0.9283	04/15/2016	109.55
04/14/2016	0.921	04/14/2016	110.1
04/13/2016	0.9185	04/13/2016	110.26
04/12/2016	0.896	04/12/2016	108.56
04/11/2016	0.897	04/11/2016	108.06
04/08/2016	0.8915	04/08/2016	108.28
04/07/2016	0.8858	04/07/2016	108.25
04/06/2016	0.895	04/06/2016	109.83
04/05/2016	0.8938	04/05/2016	108.64
04/04/2016	0.895	04/04/2016	109.78
04/01/2016	0.9038	04/01/2016	110.36
03/31/2016	0.8908	03/31/2016	109.53
03/30/2016	0.894	03/30/2016	109.61
03/29/2016	0.8848	03/29/2016	108.87
03/28/2016	0.8708	03/28/2016	107.05
03/24/2016	0.862	03/24/2016	107.3
03/23/2016	0.8608	03/23/2016	107.15
03/22/2016	0.8463	03/22/2016	107.99
03/21/2016	0.8478	03/21/2016	107.86
03/18/2016	0.8453	03/18/2016	107.97
03/17/2016	0.8205	03/17/2016	107.61
03/16/2016	0.8275	03/16/2016	107.02
03/15/2016	0.8035	03/15/2016	105.84
03/14/2016	0.8075	03/14/2016	105.61
03/11/2016	0.8055	03/11/2016	105.57
03/10/2016	0.792	03/10/2016	103.76
03/09/2016	0.7933	03/09/2016	103.99
03/08/2016	0.7938	03/08/2016	103.02
03/07/2016	0.8085	03/07/2016	104.06
03/04/2016	0.8137	03/04/2016	104.63
03/03/2016	0.8163	03/03/2016	104.31
03/02/2016	0.8235	03/02/2016	104.27
03/01/2016	0.8188	03/01/2016	104
02/29/2016	0.784	02/29/2016	100.94
02/26/2016	0.792	02/26/2016	101.52
02/25/2016	0.7973	02/25/2016	101.62
02/24/2016	0.7955	02/24/2016	100.44
02/23/2016	0.79	02/23/2016	99.48
02/22/2016	0.788	02/22/2016	101.2
02/19/2016	0.761	02/19/2016	99.83
02/18/2016	0.751	02/18/2016	99.43
02/17/2016	0.6915	02/17/2016	100.06
02/16/2016	0.6747	02/16/2016	97.66
02/12/2016	0.6433	02/12/2016	95.67
02/11/2016	0.6325	02/11/2016	94.29
02/10/2016	0.6358	02/10/2016	94.62
02/09/2016	0.6372	02/09/2016	94.19
02/08/2016	0.6305	02/08/2016	94.63
02/05/2016	0.6608	02/05/2016	96.37
02/04/2016	0.7053	02/04/2016	100.12
02/03/2016	0.705	02/03/2016	99.88
02/02/2016	0.7015	02/02/2016	100.11
02/01/2016	0.7325	02/01/2016	102.18
01/29/2016	0.7323	01/29/2016	101.93
01/28/2016	0.7013	01/28/2016	98.52
01/27/2016	0.709	01/27/2016	97.44
01/26/2016	0.7175	01/26/2016	99.84
01/25/2016	0.7105	01/25/2016	98.82
01/22/2016	0.7113	01/22/2016	100.3
01/21/2016	0.695	01/21/2016	97.57
01/20/2016	0.687	01/20/2016	97.32
01/19/2016	0.6833	01/19/2016	97.84
01/15/2016	0.6778	01/15/2016	98.1
01/14/2016	0.7168	01/14/2016	101.11
01/13/2016	0.7315	01/13/2016	99.2
01/12/2016	0.7545	01/12/2016	102.06
01/11/2016	0.742	01/11/2016	100.91
01/08/2016	0.7408	01/08/2016	100.42
01/07/2016	0.757	01/07/2016	101.29
01/06/2016	0.7883	01/06/2016	104.66
01/05/2016	0.8223	01/05/2016	106.1
01/04/2016	0.8093	01/04/2016	106.61
12/31/2015	0.824	12/31/2015	108.29
12/30/2015	0.8348	12/30/2015	109.8
12/29/2015	0.842	12/29/2015	110.65
12/28/2015	0.8285	12/28/2015	109.29
12/24/2015	0.8293	12/24/2015	109.31
12/23/2015	0.8264	12/23/2015	109.36
12/22/2015	0.8233	12/22/2015	108.81
12/21/2015	0.8224	12/21/2015	108.1
12/18/2015	0.8035	12/18/2015	107.05
12/17/2015	0.8168	12/17/2015	109.21
12/16/2015	0.8293	12/16/2015	110.9
12/15/2015	0.8243	12/15/2015	109.44
12/14/2015	0.8143	12/14/2015	108.92
12/11/2015	0.8123	12/11/2015	108.37
12/10/2015	0.8245	12/10/2015	110.68
12/09/2015	0.8178	12/09/2015	110.42
12/08/2015	0.839	12/08/2015	112.1
12/07/2015	0.8277	12/07/2015	112.29
12/04/2015	0.8438	12/04/2015	113.02
12/03/2015	0.8108	12/03/2015	110.61
12/02/2015	0.8125	12/02/2015	112.17
12/01/2015	0.8188	12/01/2015	112.77
11/30/2015	0.793	11/30/2015	111.77
11/27/2015	0.7848	11/27/2015	111.61
11/25/2015	0.7783	11/25/2015	111.42
11/24/2015	0.7793	11/24/2015	111.67
11/23/2015	0.773	11/23/2015	111.53
11/20/2015	0.7848	11/20/2015	112.12
11/19/2015	0.778	11/19/2015	111.27
11/18/2015	0.7758	11/18/2015	110.82
11/17/2015	0.76	11/17/2015	109.08
11/16/2015	0.76	11/16/2015	109.01
11/13/2015	0.745	11/13/2015	107.57
11/12/2015	0.76	11/12/2015	109.72
11/11/2015	0.7628	11/11/2015	110.83
11/10/2015	0.7702	11/10/2015	110.89
11/09/2015	0.7853	11/09/2015	111.71
11/06/2015	0.7888	11/06/2015	112.78
11/05/2015	0.6928	11/05/2015	112.12
11/04/2015	0.7008	11/04/2015	112.46
11/03/2015	0.7125	11/03/2015	112.25
11/02/2015	0.7175	11/02/2015	111.52
10/30/2015	0.7093	10/30/2015	110.46
10/29/2015	0.692	10/29/2015	111.02
10/28/2015	0.7168	10/28/2015	111.54
10/27/2015	0.711	10/27/2015	109.62
10/26/2015	0.7115	10/26/2015	110.31
10/23/2015	0.7148	10/23/2015	110.81
10/22/2015	0.71	10/22/2015	107.88
10/21/2015	0.6853	10/21/2015	105.47
10/20/2015	0.6943	10/20/2015	106.48
10/19/2015	0.6953	10/19/2015	106.86
10/16/2015	0.6965	10/16/2015	106.51
10/15/2015	0.6858	10/15/2015	106.22
10/14/2015	0.684	10/14/2015	104.98
10/13/2015	0.66	10/13/2015	105.05
10/12/2015	0.6588	10/12/2015	105.54
10/09/2015	0.6518	10/09/2015	105.45
10/08/2015	0.6543	10/08/2015	104.9
10/07/2015	0.6505	10/07/2015	104.39
10/06/2015	0.6438	10/06/2015	103.83
10/05/2015	0.6355	10/05/2015	103.59
10/02/2015	0.62	10/02/2015	101.57
10/01/2015	0.6043	10/01/2015	100.05
09/30/2015	0.6162	09/30/2015	100
09/29/2015	0.5928	09/29/2015	97.95
09/28/2015	0.5825	09/28/2015	98.46
09/25/2015	0.5903	09/25/2015	100.84
09/24/2015	0.586	09/24/2015	101.08
09/23/2015	0.575	09/23/2015	101.18
09/22/2015	0.5723	09/22/2015	102.02
09/21/2015	0.5883	09/21/2015	103.64
09/18/2015	0.5823	09/18/2015	102.79
09/17/2015	0.5827	09/17/2015	104.09
09/16/2015	0.5775	09/16/2015	104.66
09/15/2015	0.5735	09/15/2015	104.09
09/14/2015	0.5673	09/14/2015	102.78
09/11/2015	0.5663	09/11/2015	103.08
09/10/2015	0.5645	09/10/2015	102.58
09/09/2015	0.5558	09/09/2015	101.58
09/08/2015	0.567	09/08/2015	102.82
09/04/2015	0.5438	09/04/2015	100.03
09/03/2015	0.5567	09/03/2015	101.5
09/02/2015	0.5553	09/02/2015	101.4
09/01/2015	0.539	09/01/2015	99.08
08/31/2015	0.562	08/31/2015	102.34
08/28/2015	0.5683	08/28/2015	103.18
08/27/2015	0.5657	08/27/2015	102.96
08/26/2015	0.5453	08/26/2015	100.54
08/25/2015	0.507	08/25/2015	95.76
08/24/2015	0.5178	08/24/2015	96.8
08/21/2015	0.5367	08/21/2015	100.46
08/20/2015	0.554	08/20/2015	104.38
08/19/2015	0.5747	08/19/2015	107.14
08/18/2015	0.577	08/18/2015	108.03
08/17/2015	0.5847	08/17/2015	108.71
08/14/2015	0.5885	08/14/2015	108.01
08/13/2015	0.588	08/13/2015	107.44
08/12/2015	0.593	08/12/2015	107.71
08/11/2015	0.5915	08/11/2015	107.19
08/10/2015	0.5945	08/10/2015	108.97
08/07/2015	0.5745	08/07/2015	107.33
08/06/2015	0.5112	08/06/2015	107.24
08/05/2015	0.5145	08/05/2015	108.37
08/04/2015	0.5093	08/04/2015	107.32
08/03/2015	0.5072	08/03/2015	107.99
07/31/2015	0.4988	07/31/2015	108.64
07/30/2015	0.5005	07/30/2015	109.12
07/29/2015	0.4992	07/29/2015	108.86
07/28/2015	0.4933	07/28/2015	108.29
07/27/2015	0.4828	07/27/2015	107.205
07/24/2015	0.4855	07/24/2015	108.31
07/23/2015	0.4912	07/23/2015	109.06
07/22/2015	0.4851	07/22/2015	109.25
07/21/2015	0.4948	07/21/2015	110.81
07/20/2015	0.4925	07/20/2015	111.34
07/17/2015	0.5018	07/17/2015	110.85
07/16/2015	0.5048	07/16/2015	109.339
07/15/2015	0.4938	07/15/2015	108.1
07/14/2015	0.4973	07/14/2015	108.07
07/13/2015	0.497	07/13/2015	107.55
07/10/2015	0.4938	07/10/2015	105.99
07/09/2015	0.4853	07/09/2015	104.44
07/08/2015	0.4912	07/08/2015	104.67
07/07/2015	0.4948	07/07/2015	106.47
07/06/2015	0.5043	07/06/2015	106.45
07/02/2015	0.5105	07/02/2015	106.89
07/01/2015	0.51	07/01/2015	106.8
06/30/2015	0.5028	06/30/2015	106.23
06/29/2015	0.503	06/29/2015	106.02
06/26/2015	0.5185	06/26/2015	108.49
06/25/2015	0.5293	06/25/2015	109.55
06/24/2015	0.5253	06/24/2015	109.82
06/23/2015	0.5305	06/23/2015	110.43
06/22/2015	0.5444	06/22/2015	110.37
06/19/2015	0.5468	06/19/2015	109.64
06/18/2015	0.5485	06/18/2015	110.44
06/17/2015	0.5395	06/17/2015	109.52
06/16/2015	0.5333	06/16/2015	109.36
06/15/2015	0.5268	06/15/2015	108.68
06/12/2015	0.5278	06/12/2015	109.28
06/11/2015	0.5425	06/11/2015	110.07
06/10/2015	0.5367	06/10/2015	110.05
06/09/2015	0.5465	06/09/2015	108.41
06/08/2015	0.5438	06/08/2015	108.6
06/05/2015	0.5565	06/05/2015	109.98
06/04/2015	0.5523	06/04/2015	110.02
06/03/2015	0.5425	06/03/2015	111.06
06/02/2015	0.5484	06/02/2015	110.65
06/01/2015	0.5595	06/01/2015	110.91
05/29/2015	0.5533	05/29/2015	110.58
05/28/2015	0.5535	05/28/2015	111.35
05/27/2015	0.546	05/27/2015	111.405
05/26/2015	0.5182	05/26/2015	109.54
05/22/2015	0.5215	05/22/2015	111.08
05/21/2015	0.5222	05/21/2015	111.04
05/20/2015	0.526	05/20/2015	110.66
05/19/2015	0.526	05/19/2015	110.69
05/18/2015	0.5318	05/18/2015	110.83
05/15/2015	0.5325	05/15/2015	110.26
05/14/2015	0.5323	05/14/2015	110.57
05/13/2015	0.5238	05/13/2015	108.84
05/12/2015	0.5207	05/12/2015	108.32
05/11/2015	0.5158	05/11/2015	108.89
05/08/2015	0.5206	05/08/2015	109.32
05/07/2015	0.5623	05/07/2015	107.8
05/06/2015	0.5525	05/06/2015	107.03
05/05/2015	0.5508	05/05/2015	107.64
05/04/2015	0.5653	05/04/2015	109.35
05/01/2015	0.5687	05/01/2015	109.27
04/30/2015	0.5549	04/30/2015	107.89
04/29/2015	0.5535	04/29/2015	109.68
04/28/2015	0.5576	04/28/2015	110.19
04/27/2015	0.555	04/27/2015	110.07
04/24/2015	0.5508	04/24/2015	109.82
04/23/2015	0.5555	04/23/2015	109.2
04/22/2015	0.5577	04/22/2015	108.94
04/21/2015	0.5514	04/21/2015	107.9
04/20/2015	0.5523	04/20/2015	107.81
04/17/2015	0.555	04/17/2015	106.08
04/16/2015	0.5623	04/16/2015	107.73
04/15/2015	0.5657	04/15/2015	107.95
04/14/2015	0.559	04/14/2015	106.98
04/13/2015	0.5638	04/13/2015	107.37
04/10/2015	0.569	04/10/2015	107.82
04/09/2015	0.5631	04/09/2015	107.35
04/08/2015	0.5505	04/08/2015	106.91
04/07/2015	0.5465	04/07/2015	106.53
04/06/2015	0.5416	04/06/2015	106.65
04/02/2015	0.5265	04/02/2015	105.66
04/01/2015	0.5253	04/01/2015	105.67
03/31/2015	0.5231	03/31/2015	106.52
03/30/2015	0.5367	03/30/2015	107.05
03/27/2015	0.5345	03/27/2015	105.85
03/26/2015	0.5241	03/26/2015	105.59
03/25/2015	0.526	03/25/2015	105.52
03/24/2015	0.56	03/24/2015	108.5
03/23/2015	0.5678	03/23/2015	108.8
03/20/2015	0.5867	03/20/2015	108.77
03/19/2015	0.5804	03/19/2015	108.15
03/18/2015	0.5718	03/18/2015	108.24
03/17/2015	0.5813	03/17/2015	106.95
03/16/2015	0.5743	03/16/2015	106.84
03/13/2015	0.5675	03/13/2015	105.57
03/12/2015	0.5668	03/12/2015	106.11
03/11/2015	0.572	03/11/2015	105.48
03/10/2015	0.5749	03/10/2015	106.06
03/09/2015	0.5653	03/09/2015	108.2
03/06/2015	0.5638	03/06/2015	107.75
03/05/2015	0.5715	03/05/2015	108.98
03/04/2015	0.5607	03/04/2015	109.02
03/03/2015	0.5545	03/03/2015	109.39
03/02/2015	0.5649	03/02/2015	110.24
02/27/2015	0.5515	02/27/2015	109.21
02/26/2015	0.555	02/26/2015	109.79
02/25/2015	0.5535	02/25/2015	109.12
02/24/2015	0.5577	02/24/2015	109.6801
02/23/2015	0.554	02/23/2015	109.41
02/20/2015	0.5584	02/20/2015	109.41
02/19/2015	0.5544	02/19/2015	108.72
02/18/2015	0.553	02/18/2015	108.29
02/17/2015	0.5594	02/17/2015	108.09
02/13/2015	0.5577	02/13/2015	108.04
02/12/2015	0.5575	02/12/2015	107.17
02/11/2015	0.5202	02/11/2015	105.5
02/10/2015	0.5238	02/10/2015	105.06
02/09/2015	0.5095	02/09/2015	103.5
02/06/2015	0.51	02/06/2015	103.74
02/05/2015	0.5121	02/05/2015	104.16
02/04/2015	0.504	02/04/2015	103.11
02/03/2015	0.5028	02/03/2015	102.95
02/02/2015	0.4905	02/02/2015	101.69
01/30/2015	0.4801	01/30/2015	100.81
01/29/2015	0.4945	01/29/2015	102.23
01/28/2015	0.4828	01/28/2015	101.24
01/27/2015	0.4908	01/27/2015	101.38
01/26/2015	0.5154	01/26/2015	104.4
01/23/2015	0.5178	01/23/2015	104.71
01/22/2015	0.5162	01/22/2015	104.42
01/21/2015	0.5075	01/21/2015	102.48
01/20/2015	0.5005	01/20/2015	102.29
01/16/2015	0.499	01/16/2015	101.53
01/15/2015	0.49	01/15/2015	100.54
01/14/2015	0.4935	01/14/2015	102.1
01/13/2015	0.4914	01/13/2015	102.72
01/12/2015	0.4923	01/12/2015	102.74
01/09/2015	0.4985	01/09/2015	104.06
01/08/2015	0.4965	01/08/2015	104.33
01/07/2015	0.4784	01/07/2015	102.03
01/06/2015	0.4798	01/06/2015	101.13
01/05/2015	0.4948	01/05/2015	102.45
01/02/2015	0.5032	01/02/2015	104.24
12/31/2014	0.5013	12/31/2014	104.48
12/30/2014	0.5093	12/30/2014	105.64
12/29/2014	0.514	12/29/2014	106.31
12/26/2014	0.5148	12/26/2014	106.89
12/24/2014	0.5142	12/24/2014	106.5
12/23/2014	0.5162	12/23/2014	106.5
12/22/2014	0.5195	12/22/2014	106.24
12/19/2014	0.5105	12/19/2014	105.12
12/18/2014	0.5055	12/18/2014	104.95
12/17/2014	0.5035	12/17/2014	103.16
12/16/2014	0.4836	12/16/2014	101.07
12/15/2014	0.4893	12/15/2014	102.47
12/12/2014	0.4908	12/12/2014	103.16
12/11/2014	0.5065	12/11/2014	104.74
12/10/2014	0.5068	12/10/2014	104.23
12/09/2014	0.5182	12/09/2014	105.96
12/08/2014	0.52	12/08/2014	105.36
12/05/2014	0.5268	12/05/2014	106.78
12/04/2014	0.5238	12/04/2014	106.74
12/03/2014	0.5285	12/03/2014	106.68
12/02/2014	0.5152	12/02/2014	106.13
12/01/2014	0.5145	12/01/2014	105.77
11/28/2014	0.5242	11/28/2014	107.08
11/26/2014	0.5229	11/26/2014	106.79
11/25/2014	0.5142	11/25/2014	105.87
11/24/2014	0.5145	11/24/2014	105.8
11/21/2014	0.5114	11/21/2014	105
11/20/2014	0.5085	11/20/2014	104.75
11/19/2014	0.5003	11/19/2014	104.06
11/18/2014	0.5043	11/18/2014	104.81
11/17/2014	0.4924	11/17/2014	104.22
11/14/2014	0.4946	11/14/2014	104.59
11/13/2014	0.4888	11/13/2014	103.86
11/12/2014	0.4911	11/12/2014	103.52
11/11/2014	0.4945	11/11/2014	103.24
11/10/2014	0.5005	11/10/2014	103.12
11/07/2014	0.4948	11/07/2014	102.77
11/06/2014	0.5055	11/06/2014	102.78
11/05/2014	0.5032	11/05/2014	102.69
11/04/2014	0.5032	11/04/2014	102.47
11/03/2014	0.4968	11/03/2014	102.4
10/31/2014	0.4885	10/31/2014	101.99
